trip_id,vehicle_id,date_id,start_time,end_time,start_battery_pct,end_battery_pct,distance_km,avg_speed_kmph,driving_mode,terrain,elevation_gain_m,outside_temp_c,ac_usage,traffic_condition,energy_consumed_kwh,estimated_range_km,actual_range_achieved_km,battery_health_pct_at_trip,distance_km_was_outlier,outside_temp_c_was_imputed,avg_speed_kmph_was_imputed,ac_usage_was_imputed,driving_mode_was_imputed
11716,108,20260712,2026-07-12 09:06:03.740509956,2026-07-12 09:25:20.552849287,83.8,78.0,12.5,38.9,Eco,Flat,2,35.2,True,Light,1.726,164,217,92.4,False,False,False,False,False
11717,108,20260717,2026-07-17 09:07:57.747833397,2026-07-17 09:23:36.319261968,78.0,74.4,7.3,28.0,Eco,Mixed,27,31.8,True,Moderate,1.073,159,204,92.37,False,False,False,False,False
11718,108,20260718,2026-07-18 07:37:36.788898834,2026-07-18 08:35:00.883387022,74.4,63.3,24.3,25.4,Eco,Mixed,60,34.5,False,Moderate,3.345,148,218,92.36,False,False,False,False,False
11719,108,20260719,2026-07-19 08:51:43.248525192,2026-07-19 09:36:43.248525192,63.3,53.9,18.9,25.2,Eco,Mixed,25,31.5,True,Moderate,2.81,124,202,92.35,False,False,False,False,False
11720,108,20260719,2026-07-19 10:48:48.704435905,2026-07-19 11:54:44.518389393,53.9,39.0,37.8,34.4,Eco,Flat,18,33.3,False,Light,4.467,113,254,92.35,False,False,False,False,False
11721,108,20260719,2026-07-19 14:30:42.996970561,2026-07-19 16:19:35.581240223,39.0,22.0,32.3,17.8,Eco,Mixed,40,31.7,True,Heavy,5.089,78,190,92.35,False,False,False,False,False
11722,108,20260720,2026-07-20 06:55:34.326476243,2026-07-20 07:04:03.417385333,75.4,73.5,4.2,29.7,Eco,Flat,2,34.3,True,Moderate,0.558,151,226,92.34,False,False,False,False,False
11723,108,20260722,2026-07-22 09:24:24.084674550,2026-07-22 10:11:10.383887148,73.5,63.8,19.8,25.4,Eco,Mixed,55,35.0,True,Moderate,2.92,153,203,92.33,False,False,False,False,False
11724,108,20260725,2026-07-25 07:42:59.334307668,2026-07-25 08:42:30.066014985,63.8,47.4,36.6,36.9,Eco,Flat,17,35.0,True,Light,4.916,131,223,92.31,False,False,False,False,False
11725,108,20260727,2026-07-27 06:56:59.958003444,2026-07-27 08:17:31.536950812,79.6,65.7,35.7,26.6,Eco,Flat,23,32.8,False,Moderate,4.179,156,256,92.29,False,False,False,False,False
11726,108,20260728,2026-07-28 07:36:43.624405679,2026-07-28 08:12:54.212640973,65.7,55.7,16.4,27.2,Eco,Hilly,123,35.8,True,Light,3.002,133,164,92.28,False,False,False,False,False
11727,108,20260729,2026-07-29 08:04:19.382461752,2026-07-29 08:24:37.844000213,82.7,79.6,6.6,19.5,Eco,Flat,7,34.3,True,Heavy,0.927,161,214,92.28,False,False,False,False,False
11728,108,20260730,2026-07-30 06:26:32.409729312,2026-07-30 07:31:29.657435734,79.6,68.2,23.6,21.8,Eco,Flat,12,34.6,True,Heavy,3.432,157,206,92.27,False,False,False,False,False
11729,108,20260802,2026-08-02 07:29:22.952990782,2026-08-02 08:20:40.047962849,68.2,56.6,30.6,35.8,Eco,Flat,8,27.0,False,Light,3.474,134,264,92.25,False,False,False,False,False
11730,108,20260802,2026-08-02 10:46:26.278037470,2026-08-02 11:00:29.435932206,56.6,52.8,8.9,38.0,Eco,Flat,7,27.9,True,Light,1.135,111,235,92.25,False,False,False,False,False
11731,108,20260806,2026-08-06 06:36:54.553931142,2026-08-06 07:33:07.185510089,97.3,89.0,17.8,19.0,City,Flat,3,27.6,False,Heavy,2.502,188,213,92.22,False,False,False,False,False
11732,108,20260807,2026-08-07 09:14:30.605058131,2026-08-07 10:20:58.840352248,89.0,75.7,33.9,30.6,Eco,Flat,38,25.5,False,Moderate,3.992,175,255,92.21,False,False,False,False,False
11733,108,20260807,2026-08-07 11:36:28.788889322,2026-08-07 12:24:57.163273558,75.7,68.1,16.4,20.3,Eco,Flat,10,30.3,True,Heavy,2.292,153,215,92.21,False,False,False,False,False
11734,108,20260807,2026-08-07 13:17:20.982068524,2026-08-07 13:40:11.624270358,68.1,64.1,8.3,21.8,City,Mixed,7,26.4,False,Moderate,1.206,138,206,92.21,False,False,False,False,False
11735,108,20260811,2026-08-11 07:35:49.179224086,2026-08-11 08:04:28.409993316,64.1,56.6,14.9,31.2,City,Flat,7,28.6,True,Light,2.247,128,199,92.18,False,False,False,False,False
11736,108,20260811,2026-08-11 10:32:15.707302875,2026-08-11 11:10:44.607826435,56.6,46.3,24.5,38.2,Eco,Flat,13,28.2,True,Light,3.084,114,238,92.18,False,False,False,False,False
11737,108,20260814,2026-08-14 06:40:59.076116579,2026-08-14 07:03:13.558875199,89.4,79.5,17.2,46.4,Sport,Flat,16,28.2,False,Moderate,2.967,181,174,92.16,False,False,False,False,False
11738,108,20260814,2026-08-14 09:38:56.899407251,2026-08-14 10:45:55.029718865,79.5,64.1,39.4,35.3,Eco,Flat,18,27.0,False,Light,4.633,166,255,92.16,False,False,False,False,False
11739,108,20260815,2026-08-15 09:51:18.689905858,2026-08-15 10:30:19.866376446,64.1,54.1,19.9,30.6,City,Flat,11,30.1,True,Light,2.986,127,200,92.15,False,False,False,False,False
11740,108,20260818,2026-08-18 06:46:24.798842857,2026-08-18 07:53:40.147680066,97.1,87.1,24.1,21.5,Eco,Flat,27,29.2,False,Heavy,3.001,197,241,92.13,False,False,False,False,False
11741,108,20260818,2026-08-18 10:31:15.047936258,2026-08-18 11:18:17.775208985,87.1,73.0,27.6,35.2,City,Flat,30,29.9,True,Light,4.221,170,196,92.12,False,False,False,False,False
11742,108,20260819,2026-08-19 06:36:39.182775366,2026-08-19 07:42:39.182775366,73.0,60.7,30.8,28.0,Eco,Flat,9,29.9,False,Moderate,3.692,150,250,92.12,False,False,False,False,False
11743,108,20260820,2026-08-20 09:33:59.918165733,2026-08-20 11:26:08.890128349,60.7,43.2,40.0,21.4,Eco,Flat,21,29.4,False,Heavy,5.243,126,229,92.11,False,False,False,False,False
11744,108,20260821,2026-08-21 07:20:10.480156893,2026-08-21 07:35:28.127215716,77.8,75.6,5.2,20.4,Eco,Flat,3,29.8,False,Heavy,0.664,161,235,92.1,False,False,False,False,False
11745,108,20260822,2026-08-22 09:53:49.205759522,2026-08-22 10:24:16.071431163,75.6,69.7,13.6,26.8,Eco,Flat,6,30.0,True,Moderate,1.778,149,229,92.09,False,False,False,False,False
11746,108,20260825,2026-08-25 06:11:30.059331371,2026-08-25 07:35:38.104024108,69.7,56.8,25.1,17.9,Eco,Mixed,15,28.8,True,Heavy,3.861,146,195,92.07,False,False,False,False,False
11747,108,20260825,2026-08-25 09:50:58.356139559,2026-08-25 10:23:16.817678020,56.8,48.3,18.9,35.1,Eco,Mixed,35,28.6,True,Light,2.541,110,223,92.07,False,False,False,False,False
11748,108,20260829,2026-08-29 08:59:38.603582354,2026-08-29 09:22:33.149036899,81.5,77.0,10.5,27.5,Eco,Flat,2,27.0,False,Moderate,1.351,168,233,92.04,False,False,False,False,False
11749,108,20260829,2026-08-29 12:20:17.750262278,2026-08-29 13:28:58.802893856,77.0,61.3,34.8,30.4,Eco,Flat,18,25.6,True,Moderate,4.697,149,222,92.04,False,False,False,False,False
11750,108,20260829,2026-08-29 15:22:14.903027227,2026-08-29 16:43:47.860773705,61.3,44.1,38.6,28.4,Eco,Flat,13,29.8,True,Moderate,5.156,122,225,92.04,False,False,False,False,False
11751,108,20260830,2026-08-30 08:18:22.616226692,2026-08-30 08:46:32.938807337,98.4,92.8,13.1,27.9,Eco,Mixed,18,26.7,False,Moderate,1.672,195,235,92.03,False,False,False,False,False
11752,108,20260831,2026-08-31 08:59:18.790713682,2026-08-31 10:21:02.238989544,92.8,80.1,23.7,17.4,City,Flat,23,28.7,True,Heavy,3.808,188,187,92.02,False,False,False,False,False
11753,108,20260902,2026-09-02 08:59:34.986347951,2026-09-02 11:02:59.110059291,80.1,63.0,39.9,19.4,Eco,Flat,17,24.2,False,Heavy,5.127,155,233,92.01,False,False,False,False,False
11754,108,20260903,2026-09-03 08:34:14.134122172,2026-09-03 08:47:47.332091715,63.0,59.3,8.9,39.4,Eco,Flat,8,21.6,True,Light,1.102,123,242,92.0,False,False,False,False,False
11755,108,20260904,2026-09-04 08:04:21.828876266,2026-09-04 09:07:18.707488982,82.6,66.5,36.3,34.6,City,Flat,39,22.8,False,Light,4.821,170,226,91.99,False,False,False,False,False
11756,108,20260904,2026-09-04 10:00:11.726687447,2026-09-04 10:22:45.326687447,66.5,61.6,9.4,25.0,City,Mixed,33,21.8,False,Moderate,1.477,131,191,91.99,False,False,False,False,False
11757,108,20260906,2026-09-06 09:07:39.391919106,2026-09-06 09:25:56.952894715,61.6,58.9,5.0,16.4,City,Mixed,16,23.3,False,Heavy,0.818,120,183,91.98,False,False,False,False,False
11758,108,20260908,2026-09-08 06:16:41.639506619,2026-09-08 07:10:08.719152636,97.9,83.4,30.2,33.9,City,Flat,22,22.0,True,Light,4.345,205,209,91.96,False,False,False,False,False
11759,108,20260917,2026-09-17 08:55:29.510634937,2026-09-17 09:54:50.237907664,83.4,72.0,27.2,27.5,Eco,Flat,9,21.8,False,Moderate,3.429,173,238,91.9,False,False,False,False,False
11760,109,20260326,2026-03-26 09:01:12.563925440,2026-03-26 09:52:45.667373715,100.0,83.7,29.9,34.8,City,Flat,30,30.6,True,Light,3.13,191,183,99.49,False,False,False,False,False
11761,109,20260327,2026-03-27 09:49:15.065319703,2026-03-27 10:01:10.974410612,83.7,80.4,7.0,35.2,Eco,Mixed,9,31.5,True,Light,0.642,172,209,99.48,False,True,False,False,False
11762,109,20260330,2026-03-30 09:54:15.468310801,2026-03-30 10:07:42.741038073,80.4,76.7,7.4,33.0,City,Flat,2,32.3,True,Light,0.713,161,199,99.46,False,False,False,False,False
11763,109,20260402,2026-04-02 07:39:31.506073501,2026-04-02 08:01:21.670007927,76.7,71.6,11.1,30.5,Eco,Flat,8,31.9,True,Moderate,0.984,156,217,99.44,False,False,False,False,False
11764,109,20260402,2026-04-02 09:56:24.868848717,2026-04-02 10:43:47.551775546,71.6,59.2,25.9,32.8,Eco,Mixed,84,32.6,True,Light,2.382,141,209,99.44,False,False,False,False,False
11765,109,20260402,2026-04-02 13:17:44.909822442,2026-04-02 13:25:55.818913351,59.2,56.8,5.4,39.6,Eco,Flat,6,31.3,True,Light,0.466,117,222,99.43,False,False,False,False,False
11766,109,20260404,2026-04-04 08:30:44.567016654,2026-04-04 09:31:16.854012169,94.6,81.9,22.5,22.3,Eco,Hilly,104,30.5,True,Moderate,2.436,189,177,99.42,False,False,False,False,False
11767,109,20260406,2026-04-06 07:59:54.012541837,2026-04-06 08:23:48.599008002,81.9,76.9,10.6,26.6,Eco,Flat,11,34.8,True,Moderate,0.951,156,214,99.41,False,False,False,False,False
11768,109,20260407,2026-04-07 09:07:27.800647165,2026-04-07 09:50:19.229218593,76.9,68.6,19.5,27.3,Eco,Flat,16,31.1,False,Moderate,1.598,149,234,99.4,False,False,False,False,False
11769,109,20260407,2026-04-07 11:57:42.647258005,2026-04-07 13:01:19.313924671,68.6,57.0,22.9,21.6,Eco,Flat,6,33.1,True,Heavy,2.233,139,197,99.4,False,False,False,False,False
11770,109,20260409,2026-04-09 08:10:21.169443238,2026-04-09 08:35:17.517269324,79.1,65.4,23.9,57.5,Sport,Flat,28,34.8,False,Light,2.635,163,174,99.38,False,False,False,False,False
11771,109,20260410,2026-04-10 07:12:45.556630113,2026-04-10 08:37:40.717920435,65.4,46.3,35.1,24.8,City,Mixed,101,34.2,False,Moderate,3.658,126,184,99.37,False,False,False,False,False
11772,109,20260410,2026-04-10 11:07:35.142677821,2026-04-10 12:13:34.117036795,46.3,29.1,38.6,35.1,Eco,Flat,12,32.4,True,Light,3.302,94,224,99.37,False,False,False,False,False
11773,109,20260412,2026-04-12 07:53:26.990566028,2026-04-12 09:35:10.438841890,88.3,71.5,29.5,17.4,City,Flat,7,31.0,True,Heavy,3.222,171,176,99.36,False,False,False,False,False
11774,109,20260415,2026-04-15 08:38:12.994341250,2026-04-15 09:14:02.248072593,71.5,65.7,8.0,13.4,City,Hilly,64,30.5,True,Heavy,1.112,141,138,99.34,False,False,False,False,False
11775,109,20260416,2026-04-16 07:25:04.476775166,2026-04-16 08:24:33.794956984,65.7,49.8,34.9,35.2,Eco,Flat,18,32.1,True,Light,3.061,134,219,99.33,False,False,False,False,False
11776,109,20260417,2026-04-17 09:25:28.225696910,2026-04-17 10:13:46.338904457,90.6,82.5,12.8,15.9,City,Mixed,47,31.1,True,Heavy,1.551,172,158,99.32,False,False,False,False,False
11777,109,20260423,2026-04-23 06:23:56.558612074,2026-04-23 06:57:59.801855317,82.5,75.4,12.6,22.2,City,Mixed,49,33.3,True,Moderate,1.364,167,177,99.28,False,False,False,False,False
11778,109,20260424,2026-04-24 08:17:51.913597027,2026-04-24 08:29:20.722261286,75.4,72.8,5.3,27.7,Eco,Mixed,11,32.1,True,Moderate,0.507,150,201,99.27,False,False,False,False,False
11779,109,20260425,2026-04-25 09:42:05.587836366,2026-04-25 10:43:56.928042551,72.8,62.8,20.0,19.4,Eco,Flat,11,33.2,True,Heavy,1.923,151,200,99.26,False,False,False,False,False
11780,109,20260426,2026-04-26 06:56:33.785880612,2026-04-26 07:50:54.163239102,62.8,52.6,19.2,21.2,Eco,Flat,14,35.2,False,Heavy,1.962,130,188,99.25,False,False,False,False,False
11781,109,20260427,2026-04-27 09:51:07.160312988,2026-04-27 10:29:24.647750173,52.6,41.4,25.4,39.8,Eco,Flat,20,31.0,True,Light,2.157,110,226,99.25,False,False,False,False,False
11782,109,20260427,2026-04-27 11:50:09.881659214,2026-04-27 12:19:54.045882087,41.4,32.7,16.9,34.1,City,Flat,19,32.7,True,Light,1.665,86,195,99.25,False,False,False,False,False
11783,109,20260501,2026-05-01 08:25:10.169908382,2026-05-01 08:44:40.169908382,95.8,91.6,9.1,28.0,Eco,Flat,8,34.7,True,Moderate,0.806,192,217,99.22,False,False,False,False,False
11784,109,20260503,2026-05-03 07:50:23.670554044,2026-05-03 08:35:38.153312664,91.6,69.9,32.8,43.5,Sport,Flat,16,33.6,True,Moderate,4.162,176,151,99.2,False,False,False,False,False
11785,109,20260503,2026-05-03 09:14:54.689125186,2026-05-03 09:57:31.867966495,69.9,49.9,28.2,39.7,Sport,Mixed,105,34.0,True,Moderate,3.844,140,141,99.2,False,False,False,False,False
11786,109,20260505,2026-05-05 06:10:37.002773490,2026-05-05 07:07:08.738310680,95.2,78.0,34.2,36.3,Eco,Mixed,47,32.3,True,Light,3.296,181,199,99.19,False,False,False,False,False
11787,109,20260506,2026-05-06 07:55:28.599960315,2026-05-06 08:48:35.266626981,78.0,67.2,23.9,27.0,Eco,Flat,21,32.7,True,Moderate,2.08,149,221,99.18,False,False,False,False,False
11788,109,20260508,2026-05-08 06:37:50.907416892,2026-05-08 07:06:42.982888590,67.2,56.8,15.3,31.8,Sport,Flat,16,35.0,True,Heavy,1.99,134,148,99.16,False,False,False,False,False
11789,109,20260509,2026-05-09 06:06:23.508503965,2026-05-09 07:03:48.178554726,79.2,59.9,37.7,39.4,Eco,Flat,27,36.2,True,Light,3.699,154,196,99.16,False,False,False,False,False
11790,109,20260510,2026-05-10 06:53:26.034608080,2026-05-10 07:46:50.223089755,82.9,73.6,17.0,19.1,City,Flat,15,32.5,True,Heavy,1.786,158,183,99.15,False,False,False,False,False
11791,109,20260512,2026-05-12 07:04:27.965393452,2026-05-12 07:43:30.651960616,73.6,61.6,21.8,33.5,City,Flat,12,34.9,True,Light,2.307,150,181,99.13,False,False,False,False,False
11792,109,20260514,2026-05-14 06:58:37.926993783,2026-05-14 08:36:37.323978707,61.6,44.6,32.5,19.9,Eco,Flat,14,32.4,True,Heavy,3.26,123,191,99.12,False,False,False,False,False
11793,109,20260516,2026-05-16 06:20:43.442130429,2026-05-16 06:42:54.631841039,75.4,70.1,11.5,31.1,Eco,Flat,3,33.8,False,Moderate,1.022,156,216,99.1,False,False,False,False,False
11794,109,20260520,2026-05-20 07:50:37.131669180,2026-05-20 08:41:44.478607955,70.1,54.9,33.4,39.2,Eco,Flat,39,32.7,True,Light,2.926,141,219,99.07,False,False,False,False,False
11795,109,20260521,2026-05-21 08:54:39.299732861,2026-05-21 09:46:27.905074107,99.5,84.9,29.1,33.7,Eco,Mixed,21,33.5,True,Light,2.801,199,199,99.07,False,False,False,False,False
11796,109,20260521,2026-05-21 12:33:53.469251206,2026-05-21 14:16:18.296837412,84.9,66.2,29.7,17.4,Eco,Mixed,59,35.5,True,Heavy,3.585,176,159,99.07,False,False,False,False,False
11797,109,20260521,2026-05-21 17:15:33.495879598,2026-05-21 18:12:08.432588458,66.2,43.3,29.8,31.6,Sport,Flat,27,36.4,True,Heavy,4.404,132,130,99.06,False,False,False,False,False
11798,109,20260522,2026-05-22 09:24:47.199033979,2026-05-22 10:26:28.607484683,79.6,62.1,36.5,35.5,Eco,Mixed,82,34.7,True,Light,3.364,163,208,99.06,False,False,False,False,False
11799,109,20260522,2026-05-22 10:59:08.757312961,2026-05-22 11:28:29.908392097,62.1,54.2,13.6,27.8,Eco,Hilly,133,33.2,True,Light,1.514,122,172,99.06,False,False,False,False,False
11800,109,20260525,2026-05-25 08:15:46.924986748,2026-05-25 09:02:11.830647125,95.1,76.6,24.6,31.8,Sport,Flat,14,35.9,True,Heavy,3.555,182,133,99.03,False,False,False,False,False
11801,109,20260527,2026-05-27 07:12:16.550188631,2026-05-27 07:32:45.396342477,76.6,72.5,7.1,20.8,Eco,Hilly,33,32.0,True,Moderate,0.778,154,175,99.02,False,False,False,False,False
11802,109,20260528,2026-05-28 08:37:49.883103769,2026-05-28 09:17:23.937157823,72.5,65.3,12.2,18.5,Eco,Mixed,16,35.9,True,Heavy,1.38,143,170,99.01,False,False,False,False,False
11803,109,20260529,2026-05-29 07:33:38.949415072,2026-05-29 08:05:49.776482741,65.3,55.0,21.4,39.9,Eco,Flat,4,32.8,True,Light,1.98,134,208,99.0,False,False,False,False,False
11804,109,20260531,2026-05-31 06:49:39.376415476,2026-05-31 07:30:13.573306667,90.4,78.0,26.1,38.6,Eco,Flat,28,33.1,True,Light,2.386,185,210,98.99,False,False,False,False,False
11805,109,20260602,2026-06-02 09:01:36.361955469,2026-06-02 10:02:51.102439898,78.0,64.2,29.5,28.9,Eco,Flat,21,34.6,True,Moderate,2.645,153,214,98.97,False,False,False,False,False
11806,109,20260603,2026-06-03 09:13:47.888071849,2026-06-03 10:25:13.602357563,64.2,45.2,35.0,29.4,Eco,Hilly,193,32.1,True,Light,3.655,130,184,98.97,False,False,False,False,False
11807,109,20260606,2026-06-06 09:10:14.782923551,2026-06-06 09:40:39.440457797,96.5,88.0,14.8,29.2,City,Mixed,52,32.6,True,Light,1.633,189,174,98.94,False,False,False,False,False
11808,109,20260607,2026-06-07 06:01:43.849510073,2026-06-07 07:24:31.157202380,88.0,74.2,28.7,20.8,Eco,Flat,30,31.3,True,Heavy,2.648,178,208,98.94,False,False,False,False,False
11809,109,20260607,2026-06-07 08:11:35.829697263,2026-06-07 09:20:07.594403145,74.2,62.0,23.3,20.4,Eco,Flat,21,32.2,True,Heavy,2.346,148,191,98.93,False,False,False,False,False
11810,109,20260608,2026-06-08 06:56:36.917811302,2026-06-08 07:22:11.654653407,62.0,57.6,157.92953519371048,19.0,City,Flat,7,33.3,True,Heavy,0.845,120,184,98.93,False,False,False,False,False
11811,109,20260612,2026-06-12 07:38:40.602837151,2026-06-12 08:01:22.400589959,99.8,94.7,10.1,26.7,Eco,Flat,9,33.8,True,Moderate,0.97,198,200,98.9,False,False,False,False,False
11812,109,20260612,2026-06-12 10:50:08.857726738,2026-06-12 11:08:44.512678814,94.7,89.0,9.7,31.3,Eco,Hilly,77,34.2,True,Light,1.09,192,171,98.9,False,False,False,False,False
11813,109,20260614,2026-06-14 07:42:32.939701914,2026-06-14 08:12:55.025591484,89.0,80.2,16.5,32.6,City,Flat,4,30.9,True,Light,1.699,173,186,98.88,False,False,False,False,False
11814,109,20260615,2026-06-15 07:05:54.436484938,2026-06-15 07:14:56.029405291,80.2,76.8,5.1,33.9,Sport,Flat,3,35.0,True,Heavy,0.657,161,149,98.88,False,False,False,False,False
11815,109,20260616,2026-06-16 08:36:16.717650162,2026-06-16 09:17:42.905495465,76.8,65.1,25.0,36.2,Eco,Flat,6,31.1,True,Light,2.255,155,213,98.87,False,False,False,False,False
11816,109,20260616,2026-06-16 10:15:07.019914117,2026-06-16 11:12:23.383550480,65.1,55.8,16.8,17.6,City,Flat,19,30.6,True,Heavy,1.784,134,181,98.87,False,False,False,False,False
11817,109,20260621,2026-06-21 07:17:54.437243840,2026-06-21 08:16:47.021513502,77.1,63.2,26.2,29.2,Eco,Mixed,26,31.3,True,Moderate,2.675,155,188,98.83,False,False,True,False,False
11818,109,20260623,2026-06-23 09:28:55.331148108,2026-06-23 09:51:12.095853990,63.2,58.0,10.1,27.2,City,Flat,10,31.3,True,Moderate,1.008,124,192,98.82,False,False,False,False,False
11819,109,20260625,2026-06-25 08:35:09.200886662,2026-06-25 09:34:30.629458090,75.6,61.9,27.7,28.0,Eco,Flat,17,31.9,True,Moderate,2.627,156,202,98.8,False,False,False,False,False
11820,109,20260626,2026-06-26 07:05:49.719317908,2026-06-26 07:44:59.299149840,61.9,50.2,23.3,35.7,Eco,Mixed,15,34.9,True,Light,2.242,120,200,98.79,False,False,False,False,False
11821,109,20260628,2026-06-28 06:25:40.553509438,2026-06-28 06:50:07.944813785,92.0,85.8,15.0,36.8,Eco,Flat,3,32.8,False,Light,1.187,173,243,98.78,False,False,False,False,False
11822,109,20260628,2026-06-28 09:45:39.030025821,2026-06-28 11:08:17.853555232,85.8,71.5,28.1,20.4,Eco,Flat,8,33.5,True,Heavy,2.754,175,196,98.78,False,False,False,False,False
11823,109,20260630,2026-06-30 06:32:46.352984329,2026-06-30 07:00:24.924412900,71.5,64.4,12.9,28.0,Eco,Hilly,38,32.4,True,Light,1.365,135,181,98.76,False,False,False,False,False
11824,109,20260703,2026-07-03 08:35:05.743158220,2026-07-03 08:59:44.004027785,64.4,60.2,8.5,20.7,Eco,Flat,7,29.4,True,Heavy,0.807,121,202,98.74,False,False,False,False,False
11825,109,20260705,2026-07-05 06:20:21.570114152,2026-07-05 06:36:32.998685580,60.2,57.4,5.1,18.9,Eco,Mixed,15,28.3,True,Heavy,0.532,116,184,98.73,False,False,False,False,False
11826,109,20260706,2026-07-06 06:24:36.280996249,2026-07-06 08:15:56.280996249,80.8,60.9,33.4,18.0,City,Flat,14,28.4,True,Heavy,3.818,164,168,98.72,False,False,False,False,False
11827,109,20260707,2026-07-07 06:33:34.789862985,2026-07-07 06:42:38.870467519,60.9,58.0,6.0,39.7,Eco,Flat,6,28.5,True,Light,0.554,122,208,98.71,False,False,False,False,False
11828,109,20260709,2026-07-09 08:57:36.896874571,2026-07-09 10:19:11.278897042,98.9,81.3,36.3,26.7,City,Flat,31,28.0,False,Moderate,3.37,188,207,98.7,False,False,False,False,False
11829,109,20260710,2026-07-10 08:14:48.629343386,2026-07-10 08:50:32.746990444,81.3,74.2,16.2,27.2,Eco,Flat,17,32.0,False,Moderate,1.358,153,229,98.69,False,False,False,False,False
11830,109,20260712,2026-07-12 07:12:52.130609282,2026-07-12 07:18:32.336794849,74.2,70.7,5.5,58.2,Sport,Mixed,12,27.9,False,Light,0.669,148,158,98.67,False,False,False,False,False
11831,109,20260715,2026-07-15 09:48:59.307602272,2026-07-15 10:19:42.051665596,70.7,61.4,19.4,37.9,Eco,Flat,3,29.1,True,Light,1.784,139,209,98.65,False,False,False,False,False
11832,109,20260716,2026-07-16 09:31:03.995066414,2026-07-16 10:32:41.880262788,61.4,44.3,34.0,33.1,Eco,Mixed,29,30.7,True,Light,3.288,124,199,98.65,False,False,False,False,False
11833,109,20260719,2026-07-19 08:52:24.611519482,2026-07-19 10:52:43.264369222,99.9,78.5,38.7,19.3,Eco,Mixed,144,28.1,True,Heavy,4.118,200,180,98.62,False,False,False,False,False
11834,109,20260721,2026-07-21 07:05:19.270638804,2026-07-21 07:28:57.748899673,78.5,71.6,14.5,36.8,Eco,Mixed,50,32.0,True,Light,1.33,152,209,98.61,False,False,False,False,False
11835,109,20260725,2026-07-25 06:27:00.227210129,2026-07-25 06:58:20.345904491,71.6,62.1,17.6,33.7,City,Flat,7,31.5,True,Light,1.818,137,186,98.58,False,False,False,False,False
11836,109,20260727,2026-07-27 07:56:29.359721062,2026-07-27 09:09:57.280513141,62.1,42.6,37.1,30.3,City,Mixed,120,28.1,False,Light,3.745,128,190,98.56,False,False,False,False,False
11837,109,20260727,2026-07-27 10:26:51.758650796,2026-07-27 11:34:17.243600628,42.6,23.6,33.6,29.9,City,Mixed,27,31.5,True,Light,3.64,82,177,98.56,False,False,False,False,False
11838,109,20260727,2026-07-27 11:55:22.719780416,2026-07-27 12:49:32.567804732,23.6,8.1,29.7,32.9,City,Flat,24,29.4,True,Light,2.969,46,192,98.56,False,False,False,False,False
11839,109,20260728,2026-07-28 06:52:17.098909053,2026-07-28 07:57:52.502635761,85.8,66.9,35.2,32.2,City,Flat,31,31.8,True,Light,3.63,162,186,98.55,False,False,False,False,False
11840,109,20260729,2026-07-29 07:18:13.528551935,2026-07-29 07:42:20.473889555,66.9,60.9,12.5,31.1,Eco,Flat,5,30.4,True,Moderate,1.147,127,209,98.55,False,False,False,False,False
11841,109,20260730,2026-07-30 08:12:12.536112547,2026-07-30 08:43:44.061536275,60.9,52.5,15.5,29.5,Eco,Hilly,55,30.9,True,Light,1.606,122,185,98.54,False,False,False,False,False
11842,109,20260731,2026-07-31 06:54:14.162445971,2026-07-31 07:52:20.954898801,83.4,67.3,30.8,31.8,City,Flat,19,32.1,True,Light,3.1,170,191,98.53,False,False,False,False,False
11843,109,20260731,2026-07-31 08:47:33.145401994,2026-07-31 09:05:48.356669599,67.3,62.3,10.8,35.5,Eco,Mixed,24,31.9,False,Light,0.965,131,215,98.53,False,False,False,False,False
11844,109,20260809,2026-08-09 06:09:25.920116766,2026-08-09 06:43:43.062973908,62.3,54.8,16.0,28.0,Eco,Flat,7,27.4,True,Moderate,1.437,122,214,98.47,False,False,False,False,False
11845,109,20260809,2026-08-09 08:52:27.777069312,2026-08-09 10:37:23.065027427,54.8,39.3,33.4,19.1,Eco,Flat,19,27.9,False,Heavy,2.978,105,215,98.46,False,False,False,False,False
11846,109,20260810,2026-08-10 06:33:24.381459251,2026-08-10 06:56:27.587566121,83.5,76.8,15.1,39.3,Eco,Flat,14,28.2,True,Light,1.285,171,226,98.46,False,False,False,False,False
11847,109,20260812,2026-08-12 08:52:47.226416073,2026-08-12 09:55:59.868556541,76.8,61.5,31.5,29.9,Eco,Flat,13,27.1,True,Moderate,2.929,157,206,98.44,False,False,False,False,False
11848,109,20260813,2026-08-13 07:43:48.722578195,2026-08-13 08:17:57.597176265,61.5,52.5,17.7,31.1,City,Flat,21,26.4,False,Light,1.735,119,196,98.43,False,False,False,False,False
11849,109,20260814,2026-08-14 08:34:04.029428470,2026-08-14 10:18:19.474973024,85.7,70.2,35.1,20.2,Eco,Flat,41,27.5,False,Heavy,2.978,162,226,98.43,False,False,False,False,False
11850,109,20260817,2026-08-17 08:17:47.063724657,2026-08-17 10:05:07.430697134,70.2,51.2,39.0,21.8,Eco,Flat,18,28.3,False,Heavy,3.64,135,206,98.4,False,False,False,False,False
11851,109,20260819,2026-08-19 07:12:59.336705116,2026-08-19 08:17:04.362883126,97.3,86.2,20.4,19.1,City,Flat,6,28.4,True,Heavy,2.126,196,184,98.39,False,False,False,False,False
