charging_id,vehicle_id,station_id,date_id,start_time,end_time,start_battery_pct,end_battery_pct,energy_added_kwh,charging_power_kw,charging_time_min,wait_time_min,charging_cost_inr,charging_success,connector_used,energy_added_was_outlier,wait_time_min_was_imputed,charging_cost_inr_was_imputed
756,160,24,20260606,2026-06-06 16:18:59.144332285,2026-06-06 16:49:59.144332285,32.5,76.1,9.245,19.62,31,7.0,213.56,True,CCS2,False,False,False
757,160,120,20260904,2026-09-04 09:39:08.889591033,2026-09-04 10:14:08.889591033,32.6,83.2,10.555,17.72,35,5.0,205.82,True,CCS2,False,False,False
758,161,94,20260327,2026-03-27 07:24:35.326067718,2026-03-27 08:39:35.326067718,5.0,80.7,32.836,25.41,75,8.0,722.39,True,CCS2,False,False,False
759,161,132,20260327,2026-03-27 12:39:37.162254594,2026-03-27 13:25:37.162254594,5.0,80.8,32.826,44.34,46,9.0,640.11,True,CCS2,False,False,False
760,161,176,20260329,2026-03-29 15:11:11.865718326,2026-03-29 15:59:11.865718326,5.0,76.9,31.243,40.02,48,0.0,593.62,True,CCS2,False,False,False
761,161,176,20260329,2026-03-30 00:45:36.933925483,2026-03-30 01:33:36.933925483,5.0,72.0,90.0,37.6,48,0.0,560.5,True,CCS2,True,False,False
762,161,56,20260409,2026-04-09 17:33:27.472287506,2026-04-10 05:19:27.472287506,5.0,96.3,41.02,3.12,706,7.0,451.22,True,TYPE 2,False,False,False
763,161,134,20260502,2026-05-02 21:58:57.129195276,2026-05-03 03:03:57.129195276,5.0,89.1,37.248,6.7,305,7.0,428.35,True,TYPE 2,False,False,False
764,161,94,20260504,2026-05-04 16:16:17.209745007,2026-05-04 17:28:17.209745007,17.6,76.6,26.148,20.71,72,0.0,632.78,True,CCS2,False,False,False
765,161,135,20260512,2026-05-12 13:02:41.099996297,2026-05-12 18:02:41.099996297,5.0,89.6,35.994,6.82,300,7.0,413.93,True,TYPE 2,False,False,False
766,161,115,20260519,2026-05-19 11:23:56.974965417,2026-05-19 12:16:56.974965417,5.0,74.8,30.538,33.12,53,3.0,772.61,True,CCS2,False,False,False
767,161,166,20260601,2026-06-01 14:01:49.771610932,2026-06-01 18:53:49.771610932,5.0,87.0,36.517,6.84,292,0.0,522.19,True,TYPE 2,False,False,False
768,161,176,20260602,2026-06-02 15:42:31.260501219,2026-06-02 16:32:31.260501219,6.4,77.0,31.948,35.95,50,3.0,607.01,True,CCS2,False,False,False
769,161,134,20260613,2026-06-13 17:01:49.108106347,2026-06-13 21:35:49.108106347,21.8,98.5,33.181,6.81,274,0.0,419.74,True,TYPE 2,False,False,False
770,161,134,20260623,2026-06-23 15:19:47.544338170,2026-06-23 21:12:47.544338170,5.0,100.0,42.61,6.54,353,0.0,539.02,True,TYPE 2,False,False,False
771,161,134,20260719,2026-07-19 10:27:47.509770987,2026-07-19 15:50:47.509770987,5.0,95.7,39.752,6.83,323,5.0,457.15,True,TYPE 2,False,False,False
772,161,94,20260727,2026-07-27 20:31:41.770990489,2026-07-27 21:48:41.770990489,9.3,74.1,28.852,20.74,77,6.0,634.74,True,CCS2,False,False,False
773,161,176,20260802,2026-08-02 19:39:18.381481366,2026-08-02 20:27:18.381481366,5.0,81.0,32.185,42.38,48,2.0,611.52,True,CCS2,False,False,False
774,161,115,20260806,2026-08-06 17:45:38.216855104,2026-08-06 18:29:38.216855104,20.1,82.8,26.969,36.74,44,1.0,620.29,True,CCS2,False,False,False
775,161,57,20260818,2026-08-18 22:31:51.032058808,2026-08-18 23:15:51.032058808,5.0,83.7,34.723,44.67,44,4.0,763.91,True,CCS2,False,False,False
776,161,56,20260829,2026-08-29 17:29:59.308118319,2026-08-30 05:13:59.308118319,5.1,93.6,38.931,3.03,704,0.0,389.31,True,TYPE 2,False,False,False
777,161,141,20260903,2026-09-03 12:37:18.219964216,2026-09-03 13:40:18.219964216,5.0,84.0,35.565,32.83,63,9.0,764.65,True,CCS2,False,True,False
778,161,135,20260910,2026-09-10 11:36:02.041450926,2026-09-10 16:01:02.041450926,17.9,89.3,32.347,6.58,265,4.0,371.99,True,TYPE 2,False,False,False
779,161,57,20260916,2026-09-16 11:49:17.706737726,2026-09-16 12:25:17.706737726,21.7,76.1,23.394,41.79,36,2.0,467.88,True,CCS2,False,False,False
780,161,115,20260917,2026-09-17 14:29:57.127336928,2026-09-17 15:27:57.127336928,5.6,81.6,33.692,33.82,58,8.0,774.92,True,CCS2,False,False,False
781,162,120,20260327,2026-03-27 14:31:59.125644774,2026-03-27 15:14:59.125644774,10.3,71.4,13.329,18.09,43,7.0,285.91,True,CCS2,False,False,False
782,162,145,20260331,2026-03-31 14:01:53.746803389,2026-03-31 14:40:53.746803389,12.8,77.2,13.238,20.59,39,3.0,313.08,True,CCS2,False,False,False
783,162,68,20260415,2026-04-15 13:12:08.165367695,2026-04-15 13:46:08.165367695,26.5,82.2,11.29,21.01,34,3.0,248.38,True,CCS2,False,False,False
784,162,7,20260421,2026-04-21 09:02:31.463059072,2026-04-21 09:48:31.463059072,5.0,80.0,15.287,19.96,46,6.0,353.13,True,CCS2,False,False,False
785,162,7,20260428,2026-04-28 12:53:27.123185696,2026-04-28 13:24:27.123185696,21.4,71.3,10.428,21.46,31,2.0,218.99,True,CCS2,False,False,False
786,162,32,20260509,2026-05-09 10:02:37.992384638,2026-05-09 10:45:37.992384638,5.0,71.2,13.668,20.01,43,5.0,315.73,True,CCS2,False,False,False
787,162,87,20260516,2026-05-16 08:44:45.110454572,2026-05-16 09:27:45.110454572,8.7,76.5,14.478,19.12,43,6.0,318.52,True,CCS2,False,False,False
788,162,33,20260524,2026-05-24 06:50:16.891494403,2026-05-24 07:39:16.891494403,9.2,74.7,13.858,16.47,49,9.0,291.02,True,CCS2,False,False,False
789,162,155,20260601,2026-06-01 13:56:53.380355554,2026-06-01 14:44:53.380355554,5.0,79.0,15.983,19.19,48,1.0,271.71,True,CCS2,False,False,False
790,162,111,20260604,2026-06-04 09:18:41.675244076,2026-06-04 14:51:41.675244076,7.1,92.9,18.066,2.98,333,5.0,225.82,True,TYPE 2,False,False,False
791,162,7,20260617,2026-06-17 12:11:31.262240898,2026-06-17 12:51:31.262240898,18.2,82.4,13.918,20.25,40,8.0,292.28,True,CCS2,False,False,False
792,162,32,20260713,2026-07-13 12:04:38.337642297,2026-07-13 12:45:38.337642297,20.1,80.0,12.825,18.36,41,3.0,269.32,True,CCS2,False,False,False
793,162,145,20260727,2026-07-27 10:54:54.854441584,2026-07-27 11:29:54.854441584,21.6,76.7,11.997,20.63,35,0.0,257.94,True,CCS2,False,False,False
794,162,173,20260901,2026-09-01 14:16:49.078343130,2026-09-01 15:06:49.078343130,5.0,71.6,13.899,16.44,50,2.0,264.08,True,CCS2,False,False,False
795,163,101,20260812,2026-08-12 11:21:26.680899971,2026-08-12 12:30:26.680899971,5.0,77.6,30.722,26.8,69,6.0,777.27,True,CCS2,False,False,False
796,163,51,20260830,2026-08-30 10:09:00.627212079,2026-08-30 10:59:00.627212079,14.2,82.6,28.979,35.83,50,2.0,579.58,True,CCS2,False,False,False
797,163,171,20260918,2026-09-18 11:51:27.844210985,2026-09-18 12:31:27.844210985,19.9,72.4,23.344,33.75,40,6.0,487.89,True,CCS2,False,False,False
798,164,34,20260408,2026-04-08 14:45:49.899616373,2026-04-08 20:12:49.899616373,5.0,94.2,18.388,3.17,327,17.0,202.27,True,TYPE 2,False,False,False
799,164,180,20260416,2026-04-16 14:21:49.938931837,2026-04-16 15:07:49.938931837,5.0,71.1,14.255,18.5,46,15.0,285.1,True,CCS2,False,False,False
800,164,118,20260430,2026-04-30 13:26:01.371159063,2026-04-30 14:10:01.371159063,5.0,80.2,16.289,21.87,44,10.0,317.64,True,CCS2,False,False,False
801,164,14,20260506,2026-05-06 17:08:54.002167819,2026-05-06 22:08:54.002167819,5.0,86.2,16.869,3.15,300,8.0,204.11,True,TYPE 2,False,False,False
802,164,131,20260508,2026-05-08 12:14:37.199976415,2026-05-08 12:58:37.199976415,5.0,81.5,16.102,22.05,44,14.0,379.48,True,CCS2,False,False,True
803,164,44,20260508,2026-05-08 18:17:17.954874584,2026-05-08 18:59:17.954874584,5.0,72.6,14.033,21.42,42,17.0,280.66,True,CCS2,False,False,False
804,164,131,20260513,2026-05-13 11:17:45.463065609,2026-05-13 11:58:45.463065609,5.0,79.9,15.801,21.69,41,16.0,338.93,True,CCS2,False,False,False
805,164,118,20260526,2026-05-26 10:09:04.774266450,2026-05-26 10:56:04.774266450,5.0,80.7,16.176,19.37,47,16.0,315.43,True,CCS2,False,False,False
806,164,44,20260527,2026-05-27 13:44:03.855457503,2026-05-27 14:28:03.855457503,5.0,72.2,13.754,18.27,44,11.0,275.08,True,CCS2,False,False,False
807,164,60,20260527,2026-05-27 22:15:20.838156676,2026-05-27 22:58:20.838156676,5.0,78.7,15.053,21.13,43,8.0,331.17,True,CCS2,False,False,False
808,164,60,20260601,2026-06-01 13:34:47.502167511,2026-06-01 14:17:47.502167511,12.3,80.5,14.532,19.85,43,14.0,319.7,True,CCS2,False,False,False
809,164,148,20260602,2026-06-02 12:03:50.309885479,2026-06-02 12:49:50.309885479,5.2,80.7,15.812,19.91,46,17.0,268.8,True,CCS2,False,False,False
810,164,131,20260602,2026-06-02 19:28:18.329852456,2026-06-02 20:07:18.329852456,9.4,72.1,13.236,20.82,39,13.0,258.1,True,CCS2,False,False,False
811,164,44,20260607,2026-06-07 11:52:24.090801084,2026-06-07 12:40:24.090801084,5.0,83.2,16.844,19.8,48,15.0,336.88,True,CCS2,False,False,False
812,164,148,20260613,2026-06-13 13:35:29.043558784,2026-06-13 14:18:29.043558784,5.0,74.3,14.48,20.88,43,8.0,246.16,True,CCS2,False,False,False
813,164,148,20260616,2026-06-16 12:39:34.568229143,2026-06-16 13:19:34.568229143,5.0,73.3,14.318,20.23,40,15.0,243.41,True,CCS2,False,False,False
814,164,44,20260619,2026-06-19 10:43:22.818760827,2026-06-19 11:37:22.818760827,11.8,82.7,14.594,16.47,54,17.0,291.88,True,CCS2,False,False,False
815,164,118,20260621,2026-06-21 11:00:49.979519009,2026-06-21 11:46:49.979519009,5.0,77.4,15.075,20.02,46,9.0,323.36,True,CCS2,False,True,False
816,164,131,20260701,2026-07-01 12:40:03.319476415,2026-07-01 13:30:03.319476415,7.1,81.5,16.061,18.31,50,11.0,313.19,True,CCS2,False,False,False
817,164,131,20260702,2026-07-02 15:50:18.937350087,2026-07-02 16:44:18.937350087,5.0,80.9,16.108,17.54,54,12.0,314.11,True,CCS2,False,False,False
818,164,82,20260706,2026-07-06 15:47:48.803314689,2026-07-06 21:35:48.803314689,5.0,96.2,18.841,3.07,348,16.0,226.09,True,TYPE 2,False,False,False
819,164,14,20260706,2026-07-07 00:10:57.387149491,2026-07-07 06:10:57.387149491,5.0,99.5,19.586,3.06,360,18.0,215.45,True,TYPE 2,False,False,False
820,164,131,20260707,2026-07-07 17:05:41.775021444,2026-07-07 17:47:41.775021444,5.0,79.4,15.799,21.86,42,18.0,308.08,True,CCS2,False,False,False
821,164,180,20260709,2026-07-09 08:37:53.525130673,2026-07-09 09:20:53.525130673,5.0,72.8,14.118,20.04,43,14.0,282.36,True,CCS2,False,False,False
822,164,92,20260710,2026-07-10 12:31:58.205651364,2026-07-10 17:42:58.205651364,5.0,88.3,18.02,3.12,311,11.0,237.86,True,TYPE 2,False,False,False
823,164,14,20260712,2026-07-12 17:01:46.898528554,2026-07-12 22:05:46.898528554,5.0,86.8,16.987,3.13,304,10.0,186.86,True,TYPE 2,False,False,False
824,164,34,20260717,2026-07-17 11:24:17.579567076,2026-07-17 16:58:17.579567076,5.0,95.7,18.712,3.18,334,18.0,226.42,True,TYPE 2,False,False,False
825,164,92,20260720,2026-07-20 16:40:26.814603006,2026-07-20 21:42:26.814603006,5.0,85.9,17.081,3.12,302,13.0,204.97,True,TYPE 2,False,False,False
826,164,60,20260723,2026-07-23 17:20:19.872994769,2026-07-23 18:09:19.872994769,5.0,72.0,14.211,16.65,49,15.0,312.64,True,CCS2,False,False,False
827,164,34,20260725,2026-07-25 10:41:55.435678217,2026-07-25 14:51:55.435678217,20.2,86.8,13.531,3.09,250,13.0,148.84,True,TYPE 2,False,False,False
828,164,92,20260730,2026-07-30 12:29:11.036885671,2026-07-30 18:25:11.036885671,5.0,98.1,20.269,3.04,356,14.0,267.55,True,TYPE 2,False,False,False
829,164,177,20260730,2026-07-31 00:45:42.984787020,2026-07-31 06:03:42.984787020,5.0,86.9,17.46,3.0,318,13.0,201.66,True,TYPE 2,False,False,False
830,164,34,20260804,2026-08-04 13:15:20.163213462,2026-08-04 18:39:20.163213462,5.0,90.1,17.519,3.04,324,17.0,192.71,True,TYPE 2,False,False,False
831,164,76,20260806,2026-08-06 15:12:47.988060367,2026-08-06 16:12:47.988060367,5.0,82.9,16.797,16.44,60,9.0,335.94,True,CCS2,False,False,False
832,164,60,20260812,2026-08-12 10:35:03.780690892,2026-08-12 11:23:03.780690892,5.0,81.3,16.494,20.63,48,14.0,329.88,True,CCS2,False,False,False
833,164,180,20260812,2026-08-12 18:18:22.017625120,2026-08-12 19:08:22.017625120,5.0,78.8,15.792,19.08,50,15.0,315.84,True,CCS2,False,False,False
834,164,148,20260814,2026-08-14 13:11:31.605609744,2026-08-14 13:47:31.605609744,5.0,70.0,13.591,22.34,36,14.0,231.05,True,CCS2,False,False,False
835,164,60,20260816,2026-08-16 12:37:56.724617367,2026-08-16 13:29:56.724617367,5.0,83.8,17.151,18.51,52,13.0,343.02,True,CCS2,False,False,False
836,164,14,20260818,2026-08-18 14:05:58.770863944,2026-08-18 19:20:58.770863944,5.0,85.3,17.032,2.98,315,12.0,187.35,True,TYPE 2,False,False,False
837,164,131,20260818,2026-08-18 22:49:42.031673766,2026-08-18 23:45:42.031673766,5.0,81.2,15.525,16.35,56,12.0,302.74,True,CCS2,False,False,False
838,164,180,20260828,2026-08-28 12:53:12.009683000,2026-08-28 13:34:12.009683000,5.0,73.7,13.924,20.17,41,13.0,306.33,True,CCS2,False,False,False
839,164,76,20260901,2026-09-01 13:25:35.803054706,2026-09-01 14:13:35.803054706,19.7,84.4,14.005,17.63,48,18.0,280.1,True,CCS2,False,False,False
840,164,60,20260903,2026-09-03 18:51:16.713202437,2026-09-03 19:39:16.713202437,5.0,78.4,15.709,18.78,48,19.0,314.18,True,CCS2,False,False,False
841,164,180,20260908,2026-09-08 14:29:48.040141967,2026-09-08 15:11:48.040141967,5.0,70.1,13.977,18.75,42,16.0,279.54,True,CCS2,False,False,False
842,165,108,20260808,2026-08-08 19:05:38.079280551,2026-08-08 19:57:38.079280551,30.4,82.6,16.511,19.57,52,2.0,379.75,True,CCS2,False,False,False
843,167,36,20260815,2026-08-15 11:11:26.372768128,2026-08-15 21:01:26.372768128,14.7,91.6,34.916,3.15,590,0.0,384.08,True,TYPE 2,False,False,False
844,167,95,20260906,2026-09-06 17:38:24.184151729,2026-09-06 22:28:24.184151729,14.1,95.6,36.773,6.81,290,1.0,441.28,True,TYPE 2,False,False,False
845,167,125,20260915,2026-09-15 16:42:35.768992796,2026-09-15 17:50:35.768992796,5.0,73.2,30.044,26.1,68,5.0,585.86,True,CCS2,False,False,False
846,169,161,20260415,2026-04-15 10:21:32.786792218,2026-04-15 11:00:32.786792218,18.0,71.0,14.027,21.89,39,9.0,336.65,True,CCS2,False,False,False
847,169,142,20260417,2026-04-17 14:50:01.597890758,2026-04-17 17:48:01.597890758,5.0,88.1,21.207,6.78,178,14.0,268.27,True,TYPE 2,False,False,False
848,169,42,20260427,2026-04-27 09:11:36.772083381,2026-04-27 10:04:36.772083381,26.6,83.4,15.035,16.46,53,9.0,330.77,True,CCS2,False,True,False
849,169,137,20260503,2026-05-03 09:32:36.472607999,2026-05-03 10:20:36.472607999,20.8,83.8,16.434,20.0,48,17.0,388.66,True,CCS2,False,False,False
850,169,59,20260510,2026-05-10 12:16:24.976726197,2026-05-10 12:58:24.976726197,26.3,80.6,14.233,21.16,42,17.0,284.66,True,CCS2,False,False,False
851,169,161,20260616,2026-06-16 11:28:09.562475156,2026-06-16 12:09:09.562475156,26.3,78.7,13.962,19.97,41,11.0,335.09,True,CCS2,False,False,False
852,169,137,20260627,2026-06-27 09:10:10.532830091,2026-06-27 10:18:10.532830091,5.0,77.5,19.143,16.79,68,10.0,411.57,True,CCS2,False,False,False
853,169,163,20260725,2026-07-25 07:17:12.688222843,2026-07-25 07:54:12.688222843,25.2,72.3,12.524,19.99,37,18.0,300.58,True,CCS2,False,False,False
854,169,63,20260727,2026-07-27 10:02:32.107515292,2026-07-27 16:00:32.107515292,20.3,99.4,21.279,3.2,358,16.0,212.79,True,TYPE 2,False,False,False
855,169,170,20260821,2026-08-21 08:51:26.346928014,2026-08-21 09:31:26.346928014,25.2,75.6,12.993,20.44,40,11.0,246.87,True,CCS2,False,False,False
856,169,23,20260902,2026-09-02 10:19:24.603902370,2026-09-02 11:05:24.603902370,14.1,78.7,16.956,21.77,46,18.0,391.68,True,CCS2,False,False,False
857,170,49,20260325,2026-03-25 10:50:46.401858137,2026-03-25 11:16:46.401858137,24.8,74.3,13.6,36.92,26,0.0,272.0,True,CCS2,False,False,False
858,170,126,20260405,2026-04-05 11:07:50.110906746,2026-04-05 12:00:50.110906746,5.0,82.4,21.394,24.46,53,1.0,417.18,True,CCS2,False,False,False
859,170,64,20260407,2026-04-07 10:35:28.094341280,2026-04-07 14:01:28.094341280,5.0,95.6,25.54,6.92,206,0.0,255.4,True,TYPE 2,False,False,False
860,170,158,20260415,2026-04-15 10:21:34.617503277,2026-04-15 13:18:34.617503277,18.1,93.0,21.69,6.66,177,3.0,281.97,True,TYPE 2,False,False,False
861,170,126,20260509,2026-05-09 10:48:11.401288200,2026-05-09 11:18:11.401288200,28.9,71.6,12.0,24.16,30,8.0,234.0,True,CCS2,False,False,False
862,170,100,20260523,2026-05-23 11:44:11.405792011,2026-05-23 12:27:11.405792011,22.8,77.4,15.351,21.0,43,1.0,353.07,True,CCS2,False,False,False
863,170,108,20260613,2026-06-13 11:08:38.168572517,2026-06-13 11:43:38.168572517,8.6,80.3,20.358,37.62,35,1.0,468.23,True,CCS2,False,False,False
864,170,5,20260622,2026-06-22 11:10:30.035020405,2026-06-22 11:41:30.035020405,9.7,76.3,18.839,35.62,31,4.0,395.62,True,CCS2,False,False,False
865,170,64,20260710,2026-07-10 07:34:33.024311091,2026-07-10 10:47:33.024311091,7.5,87.9,23.456,6.64,193,6.0,234.56,True,TYPE 2,False,False,False
866,170,126,20260714,2026-07-14 11:11:23.458528781,2026-07-14 12:05:23.458528781,12.2,83.8,20.39,22.49,54,3.0,397.61,True,CCS2,False,False,False
867,170,52,20260722,2026-07-22 11:07:14.946830623,2026-07-22 11:40:14.946830623,5.0,82.9,21.809,41.15,33,9.0,436.18,True,CCS2,False,False,False
868,170,5,20260726,2026-07-26 08:26:45.889213842,2026-07-26 09:03:45.889213842,5.0,80.3,20.792,34.9,37,0.0,436.63,True,CCS2,False,False,False
869,170,144,20260804,2026-08-04 10:28:54.066841001,2026-08-04 10:54:54.066841001,16.1,73.4,15.702,40.59,26,7.0,371.35,True,CCS2,False,False,False
870,170,5,20260806,2026-08-06 11:01:01.818985650,2026-08-06 11:22:01.818985650,30.0,81.7,14.682,44.35,21,5.0,339.15,True,CCS2,False,False,False
871,170,5,20260820,2026-08-20 09:37:06.556782008,2026-08-20 09:58:06.556782008,28.6,74.5,13.48,41.85,21,5.0,311.39,True,CCS2,False,False,False
872,170,158,20260823,2026-08-23 09:49:43.216553250,2026-08-23 13:32:43.216553250,5.0,97.3,26.537,6.55,223,1.0,379.48,True,TYPE 2,False,False,False
873,170,64,20260904,2026-09-04 11:24:32.239963326,2026-09-04 14:36:32.239963326,8.5,93.0,24.126,6.98,192,2.0,241.26,True,TYPE 2,False,False,False
874,170,100,20260907,2026-09-07 11:38:53.417845489,2026-09-07 12:23:53.417845489,9.4,70.3,16.867,22.91,45,9.0,387.94,True,CCS2,False,True,False
875,170,100,20260908,2026-09-08 09:31:20.631888173,2026-09-08 10:21:20.631888173,10.0,73.9,18.011,21.49,50,0.0,455.68,True,CCS2,False,False,False
876,170,108,20260919,2026-09-19 16:29:25.506719315,2026-09-19 17:02:25.506719315,5.0,83.2,22.068,41.7,33,3.0,507.56,True,CCS2,False,False,False
877,171,1,20260610,2026-06-10 19:37:04.577441927,2026-06-10 20:15:04.577441927,25.8,78.7,25.597,39.83,38,9.0,537.54,True,CCS2,False,False,False
878,171,102,20260724,2026-07-24 22:52:03.583001044,2026-07-24 23:44:03.583001044,21.8,83.3,30.395,35.26,52,17.0,699.09,True,CCS2,False,False,False
879,172,142,20260525,2026-05-25 22:30:59.816287219,2026-05-26 02:51:59.816287219,30.6,97.4,14.292,2.99,261,18.0,164.36,True,TYPE 2,False,False,False
880,172,17,20260623,2026-06-23 15:16:24.324174013,2026-06-23 15:44:24.324174013,24.5,70.1,9.308,22.23,28,9.0,195.47,True,CCS2,False,True,False
881,172,23,20260914,2026-09-14 16:12:24.744621205,2026-09-14 16:49:24.744621205,32.7,79.9,10.119,16.97,37,12.0,212.5,True,CCS2,False,False,False
882,174,63,20260614,2026-06-14 11:21:36.353776704,2026-06-14 18:46:36.353776704,5.0,96.6,23.686,2.98,445,13.0,236.86,True,TYPE 2,False,False,False
883,174,161,20260616,2026-06-16 16:36:32.122390207,2026-06-16 17:36:32.122390207,5.0,81.0,19.755,19.73,60,17.0,474.12,True,CCS2,False,False,False
884,174,63,20260617,2026-06-17 16:04:40.411818031,2026-06-17 22:32:40.411818031,5.0,90.6,23.096,3.19,388,12.0,254.06,True,TYPE 2,False,False,False
885,174,124,20260618,2026-06-18 13:40:25.969113357,2026-06-18 14:37:25.969113357,5.0,84.3,21.138,21.48,57,14.0,453.41,True,CCS2,False,False,False
886,174,54,20260701,2026-07-01 19:16:27.779156537,2026-07-01 20:20:27.779156537,5.0,85.0,20.547,18.69,64,12.0,410.94,True,CCS2,False,False,False
887,174,17,20260726,2026-07-26 15:21:16.510134432,2026-07-26 16:19:16.510134432,5.0,84.5,21.371,21.02,58,16.0,448.79,True,CCS2,False,False,False
888,174,42,20260730,2026-07-30 11:38:06.312580417,2026-07-30 12:24:06.312580417,11.6,74.0,16.828,21.89,46,10.0,336.56,True,CCS2,False,False,False
889,174,23,20260829,2026-08-29 15:32:05.511369434,2026-08-29 16:34:05.511369434,5.0,80.9,19.383,18.75,62,15.0,407.04,True,CCS2,False,False,False
890,174,23,20260908,2026-09-08 09:57:04.309850805,2026-09-08 10:57:04.309850805,5.0,77.7,19.172,19.04,60,14.0,442.87,True,CCS2,False,False,False
891,179,161,20260401,2026-04-01 13:24:10.627827230,2026-04-01 14:02:10.627827230,21.9,73.6,13.654,21.1,38,16.0,327.7,True,CCS2,False,False,False
892,179,63,20260403,2026-04-03 10:40:20.497175355,2026-04-03 16:58:20.497175355,5.0,87.8,21.863,3.2,378,12.0,218.63,True,TYPE 2,False,False,False
893,179,170,20260502,2026-05-02 12:50:39.799162065,2026-05-02 13:33:39.799162065,25.1,82.4,14.672,20.45,43,16.0,278.77,True,CCS2,False,False,False
894,179,170,20260515,2026-05-15 16:12:33.234048974,2026-05-15 17:04:33.234048974,9.1,80.6,18.112,20.72,52,18.0,344.13,True,CCS2,False,False,False
895,179,17,20260515,2026-05-15 22:04:45.703611502,2026-05-15 22:43:45.703611502,27.1,70.5,11.671,17.81,39,9.0,269.6,True,CCS2,False,False,False
896,179,17,20260528,2026-05-28 13:52:32.539737008,2026-05-28 14:41:32.539737008,5.0,72.1,17.485,22.07,49,12.0,367.19,True,CCS2,False,False,False
897,179,59,20260602,2026-06-02 15:56:13.299632729,2026-06-02 16:54:13.299632729,16.2,76.2,15.619,16.56,58,9.0,312.38,True,CCS2,False,False,False
898,179,42,20260617,2026-06-17 12:37:27.481136682,2026-06-17 13:36:27.481136682,5.0,74.1,17.767,18.31,59,18.0,355.34,True,CCS2,False,False,False
899,179,12,20260626,2026-06-26 14:17:38.021403523,2026-06-26 15:20:38.021403523,5.0,74.0,18.165,17.24,63,12.0,381.46,True,CCS2,False,False,False
900,179,161,20260629,2026-06-29 11:29:13.288392986,2026-06-29 12:19:13.288392986,14.5,77.9,16.056,20.43,50,15.0,385.34,True,CCS2,False,False,False
901,179,161,20260707,2026-07-07 10:47:04.581192890,2026-07-07 11:44:04.581192890,5.0,78.8,19.118,19.15,57,15.0,504.72,True,CCS2,False,False,False
902,179,124,20260711,2026-07-11 14:46:53.104786972,2026-07-11 15:29:53.104786972,19.9,75.4,14.117,20.17,43,19.0,275.28,True,CCS2,False,False,False
903,179,142,20260716,2026-07-16 13:28:38.304358745,2026-07-16 16:17:38.304358745,22.0,98.0,19.432,6.66,169,19.0,245.81,True,TYPE 2,False,False,False
904,179,12,20260720,2026-07-20 17:01:28.508250724,2026-07-20 17:52:28.508250724,5.0,79.9,20.178,22.22,51,10.0,466.11,True,CCS2,False,False,False
905,179,142,20260725,2026-07-25 10:55:29.174977194,2026-07-25 13:32:29.174977194,20.3,92.4,18.966,6.79,157,9.0,218.11,True,TYPE 2,False,False,False
906,179,170,20260804,2026-08-04 10:17:29.106602695,2026-08-04 10:58:29.106602695,19.7,77.8,15.2,21.59,41,8.0,288.8,True,CCS2,False,False,False
907,179,42,20260809,2026-08-09 11:50:53.967313788,2026-08-09 12:42:53.967313788,5.0,76.1,18.365,20.77,52,10.0,367.3,True,CCS2,False,False,False
908,179,161,20260811,2026-08-11 15:23:57.499964455,2026-08-11 16:13:57.499964455,5.0,71.0,16.704,20.48,50,14.0,400.9,True,CCS2,False,False,False
909,180,178,20260327,2026-03-27 17:34:31.996032123,2026-03-28 00:44:31.996032123,14.5,98.0,24.619,3.05,430,1.0,258.5,True,TYPE 2,False,False,False
910,180,176,20260330,2026-03-30 07:36:11.915584157,2026-03-30 08:06:11.915584157,5.0,77.3,19.827,42.81,30,4.0,376.71,True,CCS2,False,False,False
911,180,178,20260426,2026-04-26 10:10:36.510615865,2026-04-26 17:53:36.510615865,5.0,96.9,26.955,3.12,463,4.0,311.33,True,TYPE 2,False,False,False
912,180,169,20260430,2026-04-30 14:10:04.168692616,2026-04-30 14:41:04.168692616,8.2,78.8,20.811,43.21,31,7.0,434.95,True,CCS2,False,False,False
913,180,166,20260511,2026-05-11 14:59:33.600799170,2026-05-11 18:18:33.600799170,5.0,87.4,23.626,6.56,199,9.0,337.85,True,TYPE 2,False,False,False
914,180,94,20260521,2026-05-21 07:29:21.729033525,2026-05-21 08:15:21.729033525,5.0,73.2,18.78,25.94,46,3.0,413.16,True,CCS2,False,False,False
915,180,94,20260522,2026-05-22 13:48:18.471456336,2026-05-22 14:32:18.471456336,10.2,70.5,17.706,24.37,44,4.0,389.53,True,CCS2,False,False,False
916,180,94,20260530,2026-05-30 14:16:57.985932492,2026-05-30 15:10:57.985932492,13.1,78.9,18.221,20.41,54,0.0,440.95,True,CCS2,False,False,False
917,180,176,20260531,2026-05-31 17:07:52.186781211,2026-05-31 17:40:52.186781211,5.0,84.5,21.826,44.39,33,5.0,456.16,True,CCS2,False,False,False
918,180,56,20260705,2026-07-05 10:03:17.108524353,2026-07-05 16:08:17.108524353,15.9,86.0,19.241,3.04,365,5.0,192.41,True,TYPE 2,False,False,False
919,180,57,20260708,2026-07-08 09:30:18.753715169,2026-07-08 09:56:18.753715169,8.0,70.7,17.479,42.58,26,8.0,384.54,True,CCS2,False,False,False
920,180,115,20260713,2026-07-13 09:22:59.046701896,2026-07-13 09:57:59.046701896,12.9,83.0,20.629,35.3,35,9.0,474.47,True,CCS2,False,False,False
921,180,57,20260719,2026-07-19 06:30:16.455319002,2026-07-19 06:55:16.455319002,17.0,74.8,16.619,42.08,25,3.0,365.62,True,CCS2,False,False,False
